date,plan_cost,emergency_cost,total_cost,emergency_kwh,surplus_kwh
2025-11-24,52579.83221149588,3839.8975426083343,56419.72975410421,968.0129666666672,5613.843699999999
2025-11-25,54553.3962781487,2805.808633791668,57359.20491194037,686.9939333333334,6513.073233333334
2025-11-26,55659.56512857555,1491.008117066666,57150.57324564222,530.3774999999998,6530.276483333335
2025-11-27,55030.737884481656,947.3709357833353,55978.10882026499,225.84596666666692,6563.033533333334
2025-11-28,22072.855463432013,2882.42729855,24955.282761982013,672.5299333333335,7784.939850000001
2025-11-29,22034.525559487553,5694.693222258333,27729.218781745883,1890.9630999999995,4798.285816666667
2025-11-30,55324.139334637584,7346.397911766667,62670.53724640425,2032.4592333333335,4282.595016666668
2025-12-01,54971.939270766656,21762.20299628333,76734.14226704999,5638.126316666666,1713.206866666666
2025-12-02,57091.08009077332,18262.224507525,75353.30459829832,4628.440183333332,1263.5962500000005
2025-12-03,59470.5569957394,6555.197581575003,66025.7545773144,2195.3265500000007,3209.9359333333327
2025-12-04,59597.2669762259,9275.462953450002,68872.7299296759,2458.519166666666,3864.841999999999
2025-12-05,25943.19073301975,2928.517921783332,28871.708654803082,885.0644499999999,4615.662735
2025-12-06,27296.7848862816,4360.545887933331,31657.33077421493,1278.8578166666657,5519.693383333332
2025-12-07,62029.41997565411,3407.125731816666,65436.54570747078,951.1596166666666,5261.025333333334
2025-12-08,67118.0889577517,868.6434966499985,67986.73245440169,165.35901666666626,11082.457633333333
2025-12-09,68031.43914530499,917.3147233749999,68948.75386868,196.96906666666678,12710.426966666666
2025-12-10,65460.23664898833,1408.6830529750007,66868.91970196333,312.04519999999997,8996.072650000002
2025-12-11,64966.924848020775,680.7857794749987,65647.71062749578,193.9682666666662,9717.935833333333
2025-12-12,29490.555368639303,2465.039435991667,31955.59480463097,705.8933500000002,7898.701016666664
2025-12-13,30004.88514464926,1606.5519274083354,31611.437072057593,327.0990000000005,8659.107083333332
2025-12-14,64747.678678419994,1274.7267609500018,66022.40543936999,275.43130000000053,7038.829383333334
2025-12-15,65732.85252110999,829.3349231666655,66562.18744427666,220.24794999999966,7798.070033333333
2025-12-16,65024.06279387332,1139.5904396583344,66163.65323353166,350.49011666666684,6460.4104
2025-12-17,64652.65694644166,2138.45906990833,66791.11601634999,531.4547166666663,8190.052749999997
2025-12-18,63013.45828420901,1919.9360292333333,64933.394313442346,598.5647833333334,6457.7756
2025-12-19,30631.850122494874,1333.6745126666665,31965.524635161542,331.25586666666675,10605.729316666666
2025-12-20,30012.36835596084,908.2180702416667,30920.586426202506,244.43781666666655,9295.9238
2025-12-21,64828.924159475,1525.252042666666,66354.17620214167,505.4492333333333,7130.418516666667
2025-12-22,65082.92432576306,1775.6362934666677,66858.56061922973,459.10493333333375,7949.910366666668
2025-12-23,65581.24156730453,138.12617452499893,65719.36774182953,60.46544999999969,9706.629516666668
2025-12-24,63813.34914094894,1081.5546760583343,64894.903817007274,254.24033333333358,7196.123850000002
2025-12-25,64145.46695600072,2379.728300533332,66525.19525653405,781.4455166666664,7392.359733333333
2025-12-26,30027.428955426047,552.700578683334,30580.12953410938,159.3063000000002,9083.251383333332
2025-12-27,28959.554106545307,976.5085017249978,29936.062608270306,274.4502499999994,7131.5660333333335
2025-12-28,65046.30302665071,1372.770565466667,66419.07359211738,346.4816833333333,9662.462816666666
2025-12-29,64821.57250316,697.3681454083347,65518.940648568336,225.6099666666671,8598.7648
2025-12-30,63533.49959281666,1173.159129341665,64706.658722158325,331.964816666666,8338.572999999999
2025-12-31,63684.58684323141,2447.817124766667,66132.40396799808,782.2795166666667,6103.784266666665
